ID,Auscultation_Point_x,y_3class_str,seSQI,cpSQI,pr100_200SQI,pr200_400SQI,mean_133_267,median_133_267,max_600_733,diff_peak_sqi,svdSQI
68,TV,low_quality,0.09748768961058392,0.01003680859553567,0.8821594265479874,0.050926525581128465,1.5725711584091187,1.5366551876068115,-0.645575761795044,6.2255859375,0.040362995060824955
69,AV,low_quality,0.11533985521280134,0.11614862593280215,0.5899389891929472,0.04704512586482583,2.0617928504943848,2.0065412521362305,-0.15511758625507355,5.126953125,0.08685054527266259
69,MV,low_quality,0.054970118712868034,0.02749202970311118,0.5703645042810868,0.04499283052635722,0.4194749891757965,0.2385532557964325,-1.7938802242279053,3.662109375,0.020221209941650244
69,PV,low_quality,0.12981340274556286,0.04919829463826038,0.5649478122318704,0.0601938664918426,1.7502344846725464,1.4965887069702148,0.20395085215568542,14.6484375,0.1843325128216283
69,TV,low_quality,0.18836126653892893,0.10298677591915573,0.7070201114563748,0.022092852083846305,0.07615295052528381,-0.17297975718975067,-2.349748134613037,1.0986328125,0.32677325343424246
6,AV,high_quality,0.23813486429282638,0.10975176369230456,0.05510451302727252,0.009332579574654713,2.17753005027771,1.89244544506073,0.29974365234375,7.32421875,0.3337148450320584
6,MV,high_quality,0.18566800652843912,0.1164385153438009,0.10683732912737681,0.005622702068829975,2.090632438659668,1.7865082025527954,-0.027261560782790184,1.46484375,0.3447490593197438
6,PV,high_quality,0.25777858152505784,0.4770262552183206,0.033219181346613794,0.002057786571219387,2.305375099182129,2.09993052482605,0.5171666145324707,1.0986328125,0.10865956369198367
6,TV,high_quality,0.3084676368451704,0.31074472411896753,0.07074546875978653,0.003043007979229151,2.6615545749664307,2.393312454223633,0.8851630091667175,2.197265625,0.10053047579601178
70,AV,low_quality,0.18918393878498754,0.018076664438142376,0.6260654952645299,0.0538328527979243,-0.5902509689331055,-0.667718768119812,-4.733489036560059,5.4931640625,0.08638870041519478
70,MV,low_quality,0.13581955447533003,0.06847175874957247,0.7427556202403366,0.0244906108006948,1.5797703266143799,1.464906096458435,-0.49045443534851074,2.9296875,0.26813247547835267
70,PV,low_quality,0.019140846818186317,0.0031378837939165377,0.7809424718891785,0.05004865524246851,0.4389999508857727,0.23680107295513153,-0.06369176506996155,0.732421875,0.0613304580459489
70,TV,low_quality,0.07380042872073429,0.03228239898049939,0.6744453340722889,0.026027760421246462,0.9604161977767944,0.8058052062988281,0.20151467621326447,3.662109375,0.08327325843635837
78,AV,low_quality,0.15648999758162974,0.08122453098214362,0.8568276923576121,0.019421013053938344,2.0601656436920166,1.9620490074157715,-0.287445992231369,5.126953125,0.3207823130076869
78,MV,uncertain,0.16702426845532092,0.5544832123671931,0.5261526524851312,0.012964654672771568,1.552638053894043,0.9007174372673035,-0.9443984627723694,2.9296875,0.10617913509236843
78,PV,low_quality,0.17019925447177514,0.32129656044290456,0.6594721680732227,0.017832889170982497,1.1632862091064453,0.9431278705596924,-0.6207737922668457,1.0986328125,0.11328273312554599
78,TV,low_quality,0.10129475562258418,0.1367384082376627,0.6741193997900828,0.04415620570970602,1.2985225915908813,0.9992648959159851,-0.261698454618454,6.2255859375,0.13999203603015012
79,AV,low_quality,0.18468998491624608,0.13444888668884766,0.5790907697851759,0.013204089834907983,0.5905694961547852,0.46915578842163086,-2.195523500442505,0.732421875,0.3201458233989291
79,MV,low_quality,0.2625042001049687,0.31381900183828804,0.7101277899636294,0.005426270258187254,1.4417259693145752,1.0025739669799805,-0.6290788054466248,3.2958984375,0.1865777741111502
79,PV,high_quality,0.16481536697376906,0.07461161147972079,0.5201337145918887,0.044201895010364436,1.123110055923462,0.9590498208999634,-0.9338493347167969,1.46484375,0.34416703357534634
79,TV,uncertain,0.20173259577735475,0.21342512228712046,0.5088608736636308,0.05844800153166439,1.2883003950119019,0.9403932094573975,-0.5523200035095215,2.5634765625,0.0826798363774845
7,AV,high_quality,0.1743282532959435,0.1015603923182463,0.04589562409164478,0.0035385670007040985,2.810176372528076,2.723214626312256,0.24538598954677582,8.7890625,0.13644072734508073
7,MV,high_quality,0.16951910955798358,0.5774227654299146,0.03524273599173268,0.0019027988913683065,1.4806265830993652,1.0333307981491089,-0.7257529497146606,2.197265625,0.22123768414662448
7,PV,high_quality,0.27472237531719235,0.25482089842931155,0.05726896776724742,0.0020538113293430546,2.369966983795166,2.210071563720703,-0.13084863126277924,3.2958984375,0.1999143661446449
7,TV,high_quality,0.24662239734445907,0.4205931887212625,0.030336666754116975,0.0014130450816996194,1.7142390012741089,1.3850809335708618,-0.49954432249069214,1.0986328125,0.12072042375424909
80,AV,low_quality,0.1732027506865218,0.10859329412110814,0.5374372496268173,0.056264110983766144,1.27743399143219,1.2888659238815308,-2.1912899017333984,3.662109375,0.24761840687723843
80,MV,uncertain,0.21175023856173006,0.38659600741039757,0.5718428114683068,0.020476562696017404,0.878403902053833,0.5808806419372559,-2.4295270442962646,1.46484375,0.04955202695385732
80,PV,low_quality,0.13966227745905,0.08047579482282174,0.5563874584528237,0.04261011632796861,1.9878661632537842,1.862097144126892,-1.5020534992218018,0.732421875,0.1310420814325816
80,TV,uncertain,0.17918591545150248,0.243105872220709,0.47807572252144076,0.02115893937139224,1.8819817304611206,1.5588895082473755,-0.7299259901046753,3.662109375,0.054106173536148175
81,AV,low_quality,0.1457312823897406,0.10214216945341681,0.6679324611635117,0.012052987708432735,0.739530086517334,0.6692736744880676,-1.5927776098251343,6.591796875,0.20259905604376355
81,MV,low_quality,0.18391953437535666,0.0710860473181584,0.8245391354382889,0.01786940093110502,1.8764897584915161,1.5162990093231201,-0.11527382582426071,5.126953125,0.4326132568292171
81,PV,uncertain,0.11433767203893526,0.10729268386339508,0.6774526910910375,0.1300562173996981,1.0772507190704346,0.7117188572883606,-0.3727705180644989,8.056640625,0.03141193323794169
81,TV,uncertain,0.16144680672715034,0.03177639069063398,0.6940221212627514,0.018121023328487126,1.6465625762939453,1.1877994537353516,-0.08170609921216965,4.39453125,0.05918480805877772
82,AV,low_quality,0.13688829146712764,0.021675520548375814,0.46604079999614745,0.02476761781371288,2.7654261589050293,2.7621138095855713,-2.0527281761169434,2.5634765625,0.07910878163286186
82,MV,low_quality,0.1641347750590685,0.2523761573531901,0.39613028027054764,0.026437937265497043,1.8479708433151245,1.5455247163772583,-0.867363452911377,0.732421875,0.11204141118567461
82,PV,uncertain,0.20167964835584326,0.2118302960771974,0.4804293618878024,0.02769003279044565,2.9893925189971924,2.822730541229248,-1.6272742748260498,2.5634765625,0.3055992224107696
82,TV,uncertain,0.23082601634505723,0.15564169493003588,0.7099008012197403,0.012179535712018533,2.388132333755493,2.1060028076171875,-0.7728726863861084,2.9296875,0.3810180681468339
83,AV,low_quality,0.14612949747098003,0.06775362778346453,0.7434802017969389,0.019661767521711934,2.38693904876709,2.317789316177368,-1.3244839906692505,4.39453125,0.4374951268106275
83,MV,uncertain,0.1438829636471341,0.08862706523900113,0.7988963278646153,0.027201443218277884,1.5027114152908325,1.330766201019287,-0.7808828949928284,11.71875,0.273997789833281
83,PV,uncertain,0.07466450049377715,0.005555493648371004,0.6501910198080301,0.03289852874078168,1.2801926136016846,1.2576576471328735,-0.8745114803314209,1.46484375,0.3489171616230858
83,TV,low_quality,0.21630000524937673,0.08439421819724677,0.7300728406059107,0.0498573882253094,1.3839809894561768,1.0043705701828003,0.016566336154937744,1.46484375,0.37961121769934925
